system,run_id,method,model,prompt_name,repeat_index,ok,startup_to_health_s,evict_latency_s,restore_latency_s,ttft_before_s,ttft_after_s,latency_before_s,latency_after_s,tokens_per_s_before,tokens_per_s_after,error
vllm,20260601_190517_sleep_l2_short_long_2_966c6b73,sleep_l2,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,2,True,15.020382398040965,0.058650525053963065,0.24657627916894853,0.06864292710088193,0.009162084897980094,0.42383546102792025,0.3657727288082242,306.7228015435835,355.41195327374834,
serverless_llm,,delete_register,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,False,,,,,,,,,,"controller delete only removes metadata; router.shutdown remains commented in ServerlessLLM/sllm/controller.py, so delete_register does not reliably free GPU for the next register"
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,short_short,0,True,0.01741210208274424,2.050550946034491,13.203646728070453,,,17.303746751975268,13.203646728070453,1.8493104677660124,2.423572870362338,
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,short_short,1,True,2.0493922599125654,1.0319810688961297,12.231763103976846,,,12.21112613612786,12.231763103976846,2.62056092478848,2.616139613560372,
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,short_short,2,True,2.051186580210924,2.0525030461139977,13.215935688931495,,,13.197830805089325,13.215935688931495,2.4246408726243267,2.4213192885616404,
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,long_short,0,True,2.046716842101887,1.0348667290527374,12.208303287858143,,,12.184026091126725,12.208303287858143,1.9697922362033111,1.965875145309453,
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,long_short,1,True,2.050430944887921,2.0476431611459702,13.180069061927497,,,13.163355226861313,13.180069061927497,1.8232433590354904,1.8209312779192797,
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,long_short,2,True,2.048899133922532,1.0309035759419203,13.223113998072222,,,13.189551628893241,13.223113998072222,1.819622127823149,1.815003637078144,
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,short_long,0,True,2.051634046016261,1.0322857710998505,12.849634455982596,,,13.816049308050424,12.849634455982596,11.580734581395145,12.451716081736972,
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,short_long,1,True,1.0305741319898516,1.0332296560518444,13.870893829967827,,,12.846964435884729,13.870893829967827,12.45430395627785,11.53494518531479,
serverless_llm,,scale_to_zero_restore,/host-models/hf/Qwen2.5-0.5B-Instruct,short_long,2,True,1.0326924188993871,1.0351697369478643,13.869970072060823,,,13.87672271183692,13.869970072060823,11.530099961103867,11.535713427550816,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,0,True,,0.4448067541234195,0.4272213811054826,,,0.14824228594079614,0.0928226059768349,215.8628342575607,344.74360704746886,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,1,True,,0.44359752302989364,0.43526411708444357,,,0.08687702380120754,0.0935606409329921,368.33674313271325,342.02416401698576,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_short,2,True,,0.4436450880020857,0.4162987479940057,,,0.08825993491336703,0.09367143712006509,362.5654157960814,341.61961195261057,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,0,True,,0.43872790690511465,0.4226450230926275,,,0.08676118799485266,0.08704719599336386,276.62138514543926,275.71249970911947,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,1,True,,0.44164285785518587,0.4357504560612142,,,0.06907943589612842,0.08712296397425234,347.42611442409145,275.4727216017671,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,long_short,2,True,,0.4425066791009158,0.4317711340263486,,,0.06985374819487333,0.08720304514281452,343.574978010434,275.21974674960745,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,0,True,,0.4449553699232638,0.42936603887937963,,,0.4045613829512149,0.40923808701336384,395.4900461156818,390.97045235375447,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,1,True,,0.4492026458028704,0.43766426597721875,,,0.40428188210353255,0.4094181030523032,395.76346871519115,390.79854751698656,
swapserve_llm,,swapout_swapin,/home/ljl/models/hf/Qwen2.5-0.5B-Instruct,short_long,2,True,,0.4495645849965513,0.43821626994758844,,,0.40397935383953154,0.40918053803034127,396.05984434431053,391.02544018878973,
