system,run_id,method,model,prompt_name,repeat_index,operation,phase,pid,latency_s,copy_d2h_s,copy_h2d_s,create_map_s,unmap_release_s,metadata_s,cpu_backup_alloc_s,cpu_backup_pool_hit_count,cpu_backup_pool_miss_count,cpu_backup_pool_reserved_bytes,cpu_backup_pool_free_bytes,cpu_backup_data_ptr_s,assign_backup_s,discard_accounting_s,loop_s,loop_accounted_s,loop_unaccounted_s,logger_s,gc_s,empty_cache_s,accounted_s,unaccounted_s,allocator_sleep_s,allocator_wake_up_s,buffer_backup_s,restore_buffers_s,post_kv_cache_wake_up_s,get_iterator_s,iterator_first_yield_s,iterator_total_s,iterator_gap_s,iterator_consumer_s,initialize_layerwise_reload_s,model_load_weights_s,finalize_layerwise_reload_s,is_checkpoint_format,weights_from_disk,weights_path,iterator_tensor_count,iterator_tensor_bytes,cpu_backup_pin_memory,allocation_count,total_bytes,backup_bytes,discard_bytes,bytes,bytes_by_tag,backup_bytes_by_tag,discard_bytes_by_tag,restored_bytes_by_tag,remapped_without_backup_bytes_by_tag
vllm,20260721_122835_sleep_l2_short_short_1_d7da15fb,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake_weights,allocator_wake_up,3232572,0.07115093059837818,,0.0,0.0709867225959897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,3250585600,"{""weights"": 3250585600}",{},{},{},"{""weights"": 3250585600}"
vllm,20260721_122835_sleep_l2_short_short_1_d7da15fb,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake_kv_cache,allocator_wake_up,3232572,0.039195429533720016,,0.0,0.03909005504101515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,3405774848,"{""kv_cache"": 3405774848}",{},{},{},"{""kv_cache"": 3405774848}"
vllm,20260721_122852_sleep_l2_short_short_2_dd7625e3,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,sleep,allocator_sleep,3233072,0.11412045732140541,0.0,,,0.10562093742191792,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,104,6656360448,0,6656360448,,"{""kv_cache"": 3405774848, ""weights"": 3250585600}",{},"{""kv_cache"": 3405774848, ""weights"": 3250585600}",{},{}
vllm,20260721_122852_sleep_l2_short_short_2_dd7625e3,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake_weights,allocator_wake_up,3233072,0.0709437970072031,,0.0,0.07085350528359413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,3250585600,"{""weights"": 3250585600}",{},{},{},"{""weights"": 3250585600}"
vllm,20260721_122852_sleep_l2_short_short_2_dd7625e3,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake_kv_cache,allocator_wake_up,3233072,0.037062800489366055,,0.0,0.037000020034611225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,3405774848,"{""kv_cache"": 3405774848}",{},{},{},"{""kv_cache"": 3405774848}"
vllm,20260721_122908_sleep_l2_short_short_3_5a670639,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,3,sleep,allocator_sleep,3233666,0.1165397809818387,0.0,,,0.10697478149086237,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,104,6656360448,0,6656360448,,"{""kv_cache"": 3405774848, ""weights"": 3250585600}",{},"{""kv_cache"": 3405774848, ""weights"": 3250585600}",{},{}
vllm,20260721_122908_sleep_l2_short_short_3_5a670639,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,3,wake_weights,allocator_wake_up,3233666,0.0711318114772439,,0.0,0.0710090845823288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,3250585600,"{""weights"": 3250585600}",{},{},{},"{""weights"": 3250585600}"
vllm,20260721_122908_sleep_l2_short_short_3_5a670639,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,3,wake_kv_cache,allocator_wake_up,3233666,0.03707652539014816,,0.0,0.037013765424489975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,3405774848,"{""kv_cache"": 3405774848}",{},{},{},"{""kv_cache"": 3405774848}"
vllm,20260721_122924_sleep_l2_short_short_4_3622fb07,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,4,sleep,allocator_sleep,3234149,0.11856895871460438,0.0,,,0.10900880955159664,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,104,6656360448,0,6656360448,,"{""kv_cache"": 3405774848, ""weights"": 3250585600}",{},"{""kv_cache"": 3405774848, ""weights"": 3250585600}",{},{}
vllm,20260721_122924_sleep_l2_short_short_4_3622fb07,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,4,wake_weights,allocator_wake_up,3234149,0.07296795677393675,,0.0,0.07281101774424314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,3250585600,"{""weights"": 3250585600}",{},{},{},"{""weights"": 3250585600}"
vllm,20260721_122924_sleep_l2_short_short_4_3622fb07,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,4,wake_kv_cache,allocator_wake_up,3234149,0.03707502502948046,,0.0,0.03701233398169279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,3405774848,"{""kv_cache"": 3405774848}",{},{},{},"{""kv_cache"": 3405774848}"
