system,run_id,method,model,prompt_name,repeat_index,operation,phase,pid,latency_s,copy_d2h_s,copy_h2d_s,create_map_s,unmap_release_s,metadata_s,cpu_backup_alloc_s,cpu_backup_data_ptr_s,assign_backup_s,discard_accounting_s,loop_s,loop_accounted_s,loop_unaccounted_s,logger_s,gc_s,empty_cache_s,accounted_s,unaccounted_s,allocator_sleep_s,allocator_wake_up_s,buffer_backup_s,restore_buffers_s,post_kv_cache_wake_up_s,cpu_backup_pin_memory,allocation_count,total_bytes,backup_bytes,discard_bytes,bytes,bytes_by_tag,backup_bytes_by_tag,discard_bytes_by_tag,restored_bytes_by_tag,remapped_without_backup_bytes_by_tag
vllm,20260610_154825_sleep_l2_short_short_1_dde2994f,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,worker_sleep,1805737,0.11098383693024516,,,,,,,,,,,,,,,,,,0.10658579086884856,,0.004243964795023203,,,,,,,,,{},{},{},{},{}
vllm,20260610_154825_sleep_l2_short_short_1_dde2994f,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,sleep,executor_sleep,1805737,0.11104882508516312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154825_sleep_l2_short_short_1_dde2994f,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake_weights,allocator_wake_up,1805737,0.07017087889835238,,0.0,0.07011253898963332,,,,,,,,,,,,,,,,,,,,,76,,,,3250585600,"{""weights"": 3250585600}",{},{},{},"{""weights"": 3250585600}"
vllm,20260610_154825_sleep_l2_short_short_1_dde2994f,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake_weights,worker_wake_up,1805737,0.07215128466486931,,,,,,,,,,,,,,,,,,,0.07028193213045597,,0.001864548772573471,0.0,,,,,,,{},{},{},{},{}
vllm,20260610_154825_sleep_l2_short_short_1_dde2994f,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake_weights,executor_wake_up,1805737,0.07224537013098598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154825_sleep_l2_short_short_1_dde2994f,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake_kv_cache,allocator_wake_up,1805737,0.02955397916957736,,0.0,0.029519405215978622,,,,,,,,,,,,,,,,,,,,,28,,,,1350565888,"{""kv_cache"": 1350565888}",{},{},{},"{""kv_cache"": 1350565888}"
vllm,20260610_154825_sleep_l2_short_short_1_dde2994f,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake_kv_cache,worker_wake_up,1805737,0.029708226211369038,,,,,,,,,,,,,,,,,,,0.029672826640307903,,0.0,3.0809082090854645e-05,,,,,,,{},{},{},{},{}
vllm,20260610_154825_sleep_l2_short_short_1_dde2994f,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,1,wake_kv_cache,executor_wake_up,1805737,0.02977323206141591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,sleep,allocator_sleep,1806089,0.10853964136913419,0.0,,,0.09996464289724827,1.7350539565086365e-05,0.0,0.0,0.0,9.203795343637466e-06,0.10005549900233746,0.10003202874213457,2.3470260202884674e-05,0.00010085105895996094,0.00012872228398919106,0.008253725711256266,0.10853879805654287,8.433125913143158e-07,,,,,,False,104,4601151488,0,4601151488,,"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},"{""kv_cache"": 1350565888, ""weights"": 3250585600}",{},{}
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,sleep,worker_sleep,1806089,0.1131519852206111,,,,,,,,,,,,,,,,,,0.10870926501229405,,0.004279187880456448,,,,,,,,,{},{},{},{},{}
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,sleep,executor_sleep,1806089,0.11321333656087518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake_weights,allocator_wake_up,1806089,0.07141235703602433,,0.0,0.07135508581995964,,,,,,,,,,,,,,,,,,,,,76,,,,3250585600,"{""weights"": 3250585600}",{},{},{},"{""weights"": 3250585600}"
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake_weights,worker_wake_up,1806089,0.07335449894890189,,,,,,,,,,,,,,,,,,,0.07155465008690953,,0.0017963368445634842,0.0,,,,,,,{},{},{},{},{}
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake_weights,executor_wake_up,1806089,0.07345049176365137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake_kv_cache,allocator_wake_up,1806089,0.030099024064838886,,0.0,0.030067121610045433,,,,,,,,,,,,,,,,,,,,,28,,,,1350565888,"{""kv_cache"": 1350565888}",{},{},{},"{""kv_cache"": 1350565888}"
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake_kv_cache,worker_wake_up,1806089,0.03024870716035366,,,,,,,,,,,,,,,,,,,0.030214096885174513,,0.0,3.038393333554268e-05,,,,,,,{},{},{},{},{}
vllm,20260610_154844_sleep_l2_short_short_2_54c02fb8,sleep_l2,/home/ljl/models/hf/Qwen2.5-1.5B-Instruct,short_short,2,wake_kv_cache,executor_wake_up,1806089,0.03030092129483819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
