run_id,method,prompt_name,phase,gpu_used_mib,cpu_used_mib,proc_rss_mib,proc_uss_mib
20260528_204225_cold_reload_long_short_2_528c7d80,cold_reload,long_short,infer_after_end,9303,17346,1283,970
20260528_204225_cold_reload_long_short_2_528c7d80,cold_reload,long_short,run_end,4408,14880,,
20260528_202519_cold_reload_short_long_0_42c1909f,cold_reload,short_long,run_start,4408,13824,,
20260528_202519_cold_reload_short_long_0_42c1909f,cold_reload,short_long,api_ready,9303,16147,1283,970
20260528_202519_cold_reload_short_long_0_42c1909f,cold_reload,short_long,infer_before_end,9303,16257,1283,971
20260528_202519_cold_reload_short_long_0_42c1909f,cold_reload,short_long,evict_end,4408,13909,,
20260528_202519_cold_reload_short_long_0_42c1909f,cold_reload,short_long,restore_end,9303,16091,1283,970
20260528_202519_cold_reload_short_long_0_42c1909f,cold_reload,short_long,infer_after_end,9303,16192,1283,971
20260528_202519_cold_reload_short_long_0_42c1909f,cold_reload,short_long,run_end,4408,13759,,
20260528_202554_cold_reload_short_long_1_268ecfdd,cold_reload,short_long,run_start,4408,13749,,
20260528_202554_cold_reload_short_long_1_268ecfdd,cold_reload,short_long,api_ready,9303,16416,1275,963
20260528_202554_cold_reload_short_long_1_268ecfdd,cold_reload,short_long,infer_before_end,9303,16527,1276,964
20260528_202554_cold_reload_short_long_1_268ecfdd,cold_reload,short_long,evict_end,4408,14131,,
20260528_202554_cold_reload_short_long_1_268ecfdd,cold_reload,short_long,restore_end,9303,16232,1279,966
20260528_202554_cold_reload_short_long_1_268ecfdd,cold_reload,short_long,infer_after_end,9303,16350,1279,967
20260528_202554_cold_reload_short_long_1_268ecfdd,cold_reload,short_long,run_end,4408,13648,,
20260528_202628_cold_reload_short_long_2_69a6c825,cold_reload,short_long,run_start,4408,13648,,
20260528_202628_cold_reload_short_long_2_69a6c825,cold_reload,short_long,api_ready,9303,16092,1279,966
20260528_202628_cold_reload_short_long_2_69a6c825,cold_reload,short_long,infer_before_end,9303,16214,1279,966
20260528_202628_cold_reload_short_long_2_69a6c825,cold_reload,short_long,evict_end,4408,13551,,
20260528_202628_cold_reload_short_long_2_69a6c825,cold_reload,short_long,restore_end,9303,16094,1283,970
20260528_202628_cold_reload_short_long_2_69a6c825,cold_reload,short_long,infer_after_end,9303,16199,1283,971
20260528_202628_cold_reload_short_long_2_69a6c825,cold_reload,short_long,run_end,4408,13867,,
20260528_202149_cold_reload_short_short_0_65a00da4,cold_reload,short_short,run_start,4408,13399,,
20260528_202149_cold_reload_short_short_0_65a00da4,cold_reload,short_short,api_ready,9303,16345,1283,970
20260528_202149_cold_reload_short_short_0_65a00da4,cold_reload,short_short,infer_before_end,9303,16498,1283,971
20260528_202149_cold_reload_short_short_0_65a00da4,cold_reload,short_short,evict_end,4408,13972,,
20260528_202149_cold_reload_short_short_0_65a00da4,cold_reload,short_short,restore_end,9303,16060,1283,970
20260528_202149_cold_reload_short_short_0_65a00da4,cold_reload,short_short,infer_after_end,9303,16193,1283,971
20260528_202149_cold_reload_short_short_0_65a00da4,cold_reload,short_short,run_end,4408,13768,,
20260528_202232_cold_reload_short_short_1_09da5464,cold_reload,short_short,run_start,4408,13771,,
20260528_202232_cold_reload_short_short_1_09da5464,cold_reload,short_short,api_ready,9303,16312,1283,970
20260528_202232_cold_reload_short_short_1_09da5464,cold_reload,short_short,infer_before_end,9303,16419,1283,970
20260528_202232_cold_reload_short_short_1_09da5464,cold_reload,short_short,evict_end,4408,13540,,
20260528_202232_cold_reload_short_short_1_09da5464,cold_reload,short_short,restore_end,9303,16076,1278,966
20260528_202232_cold_reload_short_short_1_09da5464,cold_reload,short_short,infer_after_end,9303,16203,1278,966
20260528_202232_cold_reload_short_short_1_09da5464,cold_reload,short_short,run_end,4408,13776,,
20260528_202306_cold_reload_short_short_2_b2bb8a22,cold_reload,short_short,run_start,4408,13777,,
20260528_202306_cold_reload_short_short_2_b2bb8a22,cold_reload,short_short,api_ready,9303,16068,1278,966
20260528_202306_cold_reload_short_short_2_b2bb8a22,cold_reload,short_short,infer_before_end,9303,16179,1279,966
20260528_202306_cold_reload_short_short_2_b2bb8a22,cold_reload,short_short,evict_end,4408,13525,,
20260528_202306_cold_reload_short_short_2_b2bb8a22,cold_reload,short_short,restore_end,9303,16122,1283,970
20260528_202306_cold_reload_short_short_2_b2bb8a22,cold_reload,short_short,infer_after_end,9303,16244,1283,971
20260528_202306_cold_reload_short_short_2_b2bb8a22,cold_reload,short_short,run_end,4408,13828,,
20260528_204259_sleep_l1_long_short_0_8214f615,sleep_l1,long_short,run_start,4408,14883,,
20260528_204259_sleep_l1_long_short_0_8214f615,sleep_l1,long_short,api_ready,9355,17249,1283,970
20260528_204259_sleep_l1_long_short_0_8214f615,sleep_l1,long_short,infer_before_end,9355,17362,1284,971
20260528_204259_sleep_l1_long_short_0_8214f615,sleep_l1,long_short,evict_end,5315,19174,1284,971
20260528_204259_sleep_l1_long_short_0_8214f615,sleep_l1,long_short,restore_end,8907,19180,1284,971
20260528_204259_sleep_l1_long_short_0_8214f615,sleep_l1,long_short,infer_after_end,8909,19163,1284,971
20260528_204259_sleep_l1_long_short_0_8214f615,sleep_l1,long_short,run_end,4408,14926,,
20260528_204317_sleep_l1_long_short_1_1f84d7f9,sleep_l1,long_short,run_start,4408,14926,,
20260528_204317_sleep_l1_long_short_1_1f84d7f9,sleep_l1,long_short,api_ready,9355,17445,1275,961
20260528_204317_sleep_l1_long_short_1_1f84d7f9,sleep_l1,long_short,infer_before_end,9355,17560,1276,963
20260528_204317_sleep_l1_long_short_1_1f84d7f9,sleep_l1,long_short,evict_end,5315,19373,1276,963
20260528_204317_sleep_l1_long_short_1_1f84d7f9,sleep_l1,long_short,restore_end,8907,19389,1276,963
20260528_204317_sleep_l1_long_short_1_1f84d7f9,sleep_l1,long_short,infer_after_end,8909,19376,1276,963
20260528_204317_sleep_l1_long_short_1_1f84d7f9,sleep_l1,long_short,run_end,4408,14929,,
20260528_204336_sleep_l1_long_short_2_d7975ad5,sleep_l1,long_short,run_start,4408,14946,,
20260528_204336_sleep_l1_long_short_2_d7975ad5,sleep_l1,long_short,api_ready,9355,17259,1284,971
20260528_204336_sleep_l1_long_short_2_d7975ad5,sleep_l1,long_short,infer_before_end,9355,17356,1285,971
20260528_204336_sleep_l1_long_short_2_d7975ad5,sleep_l1,long_short,evict_end,5315,19167,1285,971
20260528_204336_sleep_l1_long_short_2_d7975ad5,sleep_l1,long_short,restore_end,8907,19181,1285,971
20260528_204336_sleep_l1_long_short_2_d7975ad5,sleep_l1,long_short,infer_after_end,8909,19179,1285,972
20260528_204336_sleep_l1_long_short_2_d7975ad5,sleep_l1,long_short,run_end,4408,14691,,
20260528_202855_sleep_l1_short_long_0_e16310cd,sleep_l1,short_long,run_start,4408,13826,,
20260528_202855_sleep_l1_short_long_0_e16310cd,sleep_l1,short_long,api_ready,9355,16521,1283,970
20260528_202855_sleep_l1_short_long_0_e16310cd,sleep_l1,short_long,infer_before_end,9355,16630,1283,971
20260528_202855_sleep_l1_short_long_0_e16310cd,sleep_l1,short_long,evict_end,5315,18469,1283,971
20260528_202855_sleep_l1_short_long_0_e16310cd,sleep_l1,short_long,restore_end,8907,18464,1283,971
20260528_202855_sleep_l1_short_long_0_e16310cd,sleep_l1,short_long,infer_after_end,8909,18443,1283,971
20260528_202855_sleep_l1_short_long_0_e16310cd,sleep_l1,short_long,run_end,4408,13918,,
20260528_202914_sleep_l1_short_long_1_8d846e5e,sleep_l1,short_long,run_start,4408,13914,,
20260528_202914_sleep_l1_short_long_1_8d846e5e,sleep_l1,short_long,api_ready,9355,16499,1283,971
20260528_202914_sleep_l1_short_long_1_8d846e5e,sleep_l1,short_long,infer_before_end,9355,16594,1283,971
20260528_202914_sleep_l1_short_long_1_8d846e5e,sleep_l1,short_long,evict_end,5315,18414,1283,971
20260528_202914_sleep_l1_short_long_1_8d846e5e,sleep_l1,short_long,restore_end,8907,18431,1283,971
20260528_202914_sleep_l1_short_long_1_8d846e5e,sleep_l1,short_long,infer_after_end,8909,18421,1283,971
20260528_202914_sleep_l1_short_long_1_8d846e5e,sleep_l1,short_long,run_end,4408,13983,,
20260528_202934_sleep_l1_short_long_2_a29d779e,sleep_l1,short_long,run_start,4408,13965,,
20260528_202934_sleep_l1_short_long_2_a29d779e,sleep_l1,short_long,api_ready,9355,16392,1284,972
20260528_202934_sleep_l1_short_long_2_a29d779e,sleep_l1,short_long,infer_before_end,9355,16497,1284,972
20260528_202934_sleep_l1_short_long_2_a29d779e,sleep_l1,short_long,evict_end,5315,18311,1284,972
20260528_202934_sleep_l1_short_long_2_a29d779e,sleep_l1,short_long,restore_end,8907,18305,1284,972
20260528_202934_sleep_l1_short_long_2_a29d779e,sleep_l1,short_long,infer_after_end,8909,18303,1284,972
20260528_202934_sleep_l1_short_long_2_a29d779e,sleep_l1,short_long,run_end,4408,13865,,
20260528_202702_sleep_l1_short_short_0_41812ac0,sleep_l1,short_short,run_start,4408,13854,,
20260528_202702_sleep_l1_short_short_0_41812ac0,sleep_l1,short_short,api_ready,9355,16257,1283,970
20260528_202702_sleep_l1_short_short_0_41812ac0,sleep_l1,short_short,infer_before_end,9355,16383,1283,971
20260528_202702_sleep_l1_short_short_0_41812ac0,sleep_l1,short_short,evict_end,5315,18211,1283,971
20260528_202702_sleep_l1_short_short_0_41812ac0,sleep_l1,short_short,restore_end,8907,18178,1283,971
20260528_202702_sleep_l1_short_short_0_41812ac0,sleep_l1,short_short,infer_after_end,8909,18162,1283,971
20260528_202702_sleep_l1_short_short_0_41812ac0,sleep_l1,short_short,run_end,4408,13971,,
20260528_202721_sleep_l1_short_short_1_36d49dc9,sleep_l1,short_short,run_start,4408,13960,,
20260528_202721_sleep_l1_short_short_1_36d49dc9,sleep_l1,short_short,api_ready,9355,16311,1284,972
20260528_202721_sleep_l1_short_short_1_36d49dc9,sleep_l1,short_short,infer_before_end,9355,16416,1284,972
20260528_202721_sleep_l1_short_short_1_36d49dc9,sleep_l1,short_short,evict_end,5315,18220,1284,972
20260528_202721_sleep_l1_short_short_1_36d49dc9,sleep_l1,short_short,restore_end,8907,18197,1284,972
20260528_202721_sleep_l1_short_short_1_36d49dc9,sleep_l1,short_short,infer_after_end,8909,18191,1285,972
20260528_202721_sleep_l1_short_short_1_36d49dc9,sleep_l1,short_short,run_end,4408,13698,,
20260528_202739_sleep_l1_short_short_2_c62835e3,sleep_l1,short_short,run_start,4408,13700,,
20260528_202739_sleep_l1_short_short_2_c62835e3,sleep_l1,short_short,api_ready,9355,16214,1284,972
20260528_202739_sleep_l1_short_short_2_c62835e3,sleep_l1,short_short,infer_before_end,9355,16332,1284,972
20260528_202739_sleep_l1_short_short_2_c62835e3,sleep_l1,short_short,evict_end,5315,18154,1284,972
20260528_202739_sleep_l1_short_short_2_c62835e3,sleep_l1,short_short,restore_end,8907,18171,1284,972
20260528_202739_sleep_l1_short_short_2_c62835e3,sleep_l1,short_short,infer_after_end,8909,18154,1284,972
20260528_202739_sleep_l1_short_short_2_c62835e3,sleep_l1,short_short,run_end,4408,13859,,
20260528_204355_sleep_l2_long_short_0_22797989,sleep_l2,long_short,run_start,4408,14691,,
20260528_204355_sleep_l2_long_short_0_22797989,sleep_l2,long_short,api_ready,9355,17283,1288,974
20260528_204355_sleep_l2_long_short_0_22797989,sleep_l2,long_short,infer_before_end,9355,17390,1289,975
20260528_204355_sleep_l2_long_short_0_22797989,sleep_l2,long_short,evict_end,5311,17390,1289,975
20260528_204355_sleep_l2_long_short_0_22797989,sleep_l2,long_short,restore_end,9163,17556,1289,975
20260528_204355_sleep_l2_long_short_0_22797989,sleep_l2,long_short,infer_after_end,9165,17571,1289,976
20260528_204355_sleep_l2_long_short_0_22797989,sleep_l2,long_short,run_end,4408,15028,,
20260528_204414_sleep_l2_long_short_1_323cac79,sleep_l2,long_short,run_start,4408,15036,,
20260528_204414_sleep_l2_long_short_1_323cac79,sleep_l2,long_short,api_ready,9355,17268,1282,969
20260528_204414_sleep_l2_long_short_1_323cac79,sleep_l2,long_short,infer_before_end,9355,17399,1284,970
20260528_204414_sleep_l2_long_short_1_323cac79,sleep_l2,long_short,evict_end,5311,17403,1284,970
20260528_204414_sleep_l2_long_short_1_323cac79,sleep_l2,long_short,restore_end,9163,17653,1284,970
20260528_204414_sleep_l2_long_short_1_323cac79,sleep_l2,long_short,infer_after_end,9165,17637,1284,970
20260528_204414_sleep_l2_long_short_1_323cac79,sleep_l2,long_short,run_end,4408,14957,,
20260528_204432_sleep_l2_long_short_2_9f7af790,sleep_l2,long_short,run_start,4408,14950,,
20260528_204432_sleep_l2_long_short_2_9f7af790,sleep_l2,long_short,api_ready,9355,17290,1286,973
20260528_204432_sleep_l2_long_short_2_9f7af790,sleep_l2,long_short,infer_before_end,9355,17393,1288,974
20260528_204432_sleep_l2_long_short_2_9f7af790,sleep_l2,long_short,evict_end,5311,17377,1288,974
20260528_204432_sleep_l2_long_short_2_9f7af790,sleep_l2,long_short,restore_end,9163,17605,1288,974
20260528_204432_sleep_l2_long_short_2_9f7af790,sleep_l2,long_short,infer_after_end,9165,17613,1288,974
20260528_204432_sleep_l2_long_short_2_9f7af790,sleep_l2,long_short,run_end,4408,14922,,
20260528_203145_sleep_l2_short_long_0_7ba0cf62,sleep_l2,short_long,run_start,4408,14119,,
20260528_203145_sleep_l2_short_long_0_7ba0cf62,sleep_l2,short_long,api_ready,9355,16245,1282,970
20260528_203145_sleep_l2_short_long_0_7ba0cf62,sleep_l2,short_long,infer_before_end,9355,16373,1282,970
20260528_203145_sleep_l2_short_long_0_7ba0cf62,sleep_l2,short_long,evict_end,5311,16388,1282,970
20260528_203145_sleep_l2_short_long_0_7ba0cf62,sleep_l2,short_long,restore_end,9163,16429,1282,970
20260528_203145_sleep_l2_short_long_0_7ba0cf62,sleep_l2,short_long,infer_after_end,9165,16446,1282,970
20260528_203145_sleep_l2_short_long_0_7ba0cf62,sleep_l2,short_long,run_end,4408,13812,,
20260528_203205_sleep_l2_short_long_1_7990b7c7,sleep_l2,short_long,run_start,4408,13812,,
20260528_203205_sleep_l2_short_long_1_7990b7c7,sleep_l2,short_long,api_ready,9355,16223,1283,970
20260528_203205_sleep_l2_short_long_1_7990b7c7,sleep_l2,short_long,infer_before_end,9355,16346,1283,971
20260528_203205_sleep_l2_short_long_1_7990b7c7,sleep_l2,short_long,evict_end,5311,16345,1283,971
20260528_203205_sleep_l2_short_long_1_7990b7c7,sleep_l2,short_long,restore_end,9163,16447,1283,971
20260528_203205_sleep_l2_short_long_1_7990b7c7,sleep_l2,short_long,infer_after_end,9165,16448,1283,971
20260528_203205_sleep_l2_short_long_1_7990b7c7,sleep_l2,short_long,run_end,4408,13805,,
20260528_203224_sleep_l2_short_long_2_6352e1b5,sleep_l2,short_long,run_start,4408,13805,,
20260528_203224_sleep_l2_short_long_2_6352e1b5,sleep_l2,short_long,api_ready,9355,16236,1287,974
20260528_203224_sleep_l2_short_long_2_6352e1b5,sleep_l2,short_long,infer_before_end,9355,16370,1287,974
20260528_203224_sleep_l2_short_long_2_6352e1b5,sleep_l2,short_long,evict_end,5311,16363,1287,974
20260528_203224_sleep_l2_short_long_2_6352e1b5,sleep_l2,short_long,restore_end,9163,16510,1287,974
20260528_203224_sleep_l2_short_long_2_6352e1b5,sleep_l2,short_long,infer_after_end,9165,16534,1287,974
20260528_203224_sleep_l2_short_long_2_6352e1b5,sleep_l2,short_long,run_end,4408,13983,,
20260528_202953_sleep_l2_short_short_0_b74fa2c5,sleep_l2,short_short,run_start,4408,13853,,
20260528_202953_sleep_l2_short_short_0_b74fa2c5,sleep_l2,short_short,api_ready,9355,16213,1287,975
20260528_202953_sleep_l2_short_short_0_b74fa2c5,sleep_l2,short_short,infer_before_end,9355,16338,1288,976
20260528_202953_sleep_l2_short_short_0_b74fa2c5,sleep_l2,short_short,evict_end,5311,16322,1288,976
20260528_202953_sleep_l2_short_short_0_b74fa2c5,sleep_l2,short_short,restore_end,9163,16471,1288,976
20260528_202953_sleep_l2_short_short_0_b74fa2c5,sleep_l2,short_short,infer_after_end,9165,16495,1288,976
20260528_202953_sleep_l2_short_short_0_b74fa2c5,sleep_l2,short_short,run_end,4408,13857,,
20260528_203012_sleep_l2_short_short_1_b72eb35d,sleep_l2,short_short,run_start,4408,13872,,
20260528_203012_sleep_l2_short_short_1_b72eb35d,sleep_l2,short_short,api_ready,9355,16212,1284,972
20260528_203012_sleep_l2_short_short_1_b72eb35d,sleep_l2,short_short,infer_before_end,9355,16339,1284,972
20260528_203012_sleep_l2_short_short_1_b72eb35d,sleep_l2,short_short,evict_end,5311,16364,1284,972
20260528_203012_sleep_l2_short_short_1_b72eb35d,sleep_l2,short_short,restore_end,9163,16561,1284,972
20260528_203012_sleep_l2_short_short_1_b72eb35d,sleep_l2,short_short,infer_after_end,9165,16562,1284,972
20260528_203012_sleep_l2_short_short_1_b72eb35d,sleep_l2,short_short,run_end,4408,14049,,
20260528_203031_sleep_l2_short_short_2_4819cc9f,sleep_l2,short_short,run_start,4408,14041,,
20260528_203031_sleep_l2_short_short_2_4819cc9f,sleep_l2,short_short,api_ready,9355,16313,1284,972
20260528_203031_sleep_l2_short_short_2_4819cc9f,sleep_l2,short_short,infer_before_end,9355,16429,1284,972
20260528_203031_sleep_l2_short_short_2_4819cc9f,sleep_l2,short_short,evict_end,5311,16444,1284,972
20260528_203031_sleep_l2_short_short_2_4819cc9f,sleep_l2,short_short,restore_end,9163,16650,1284,972
20260528_203031_sleep_l2_short_short_2_4819cc9f,sleep_l2,short_short,infer_after_end,9165,16666,1284,972
20260528_203031_sleep_l2_short_short_2_4819cc9f,sleep_l2,short_short,run_end,4408,13995,,
