system,run_id,method,model,prompt_name,repeat_index,operation,phase,pid,latency_s,copy_d2h_s,copy_h2d_s,create_map_s,unmap_release_s,metadata_s,cpu_backup_alloc_s,cpu_backup_data_ptr_s,assign_backup_s,discard_accounting_s,loop_s,loop_accounted_s,loop_unaccounted_s,logger_s,gc_s,empty_cache_s,accounted_s,unaccounted_s,allocator_sleep_s,allocator_wake_up_s,buffer_backup_s,restore_buffers_s,post_kv_cache_wake_up_s,cpu_backup_pin_memory,allocation_count,total_bytes,backup_bytes,discard_bytes,bytes,bytes_by_tag,backup_bytes_by_tag,discard_bytes_by_tag,restored_bytes_by_tag,remapped_without_backup_bytes_by_tag
vllm,20260610_154926_sleep_l2_short_short_1_6a7c8067,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,sleep,worker_sleep,1806802,0.17752115288749337,,,,,,,,,,,,,,,,,,0.17274507880210876,,0.004617529921233654,,,,,,,,,{},{},{},{},{}
vllm,20260610_154926_sleep_l2_short_short_1_6a7c8067,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,sleep,executor_sleep,1806802,0.17758500995114446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154926_sleep_l2_short_short_1_6a7c8067,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,wake_weights,allocator_wake_up,1806802,0.12999497586861253,,0.0,0.12992112338542938,,,,,,,,,,,,,,,,,,,,,112,,,,6314524672,"{""weights"": 6314524672}",{},{},{},"{""weights"": 6314524672}"
vllm,20260610_154926_sleep_l2_short_short_1_6a7c8067,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,wake_weights,worker_wake_up,1806802,0.13591341115534306,,,,,,,,,,,,,,,,,,,0.13010862795636058,,0.005801719147711992,0.0,,,,,,,{},{},{},{},{}
vllm,20260610_154926_sleep_l2_short_short_1_6a7c8067,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,wake_weights,executor_wake_up,1806802,0.13600337505340576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154926_sleep_l2_short_short_1_6a7c8067,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,wake_kv_cache,allocator_wake_up,1806802,0.03148752776905894,,0.0,0.031444669701159,,,,,,,,,,,,,,,,,,,,,36,,,,1434451968,"{""kv_cache"": 1434451968}",{},{},{},"{""kv_cache"": 1434451968}"
vllm,20260610_154926_sleep_l2_short_short_1_6a7c8067,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,wake_kv_cache,worker_wake_up,1806802,0.03165894001722336,,,,,,,,,,,,,,,,,,,0.031623836141079664,,0.0,3.1459610909223557e-05,,,,,,,{},{},{},{},{}
vllm,20260610_154926_sleep_l2_short_short_1_6a7c8067,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,wake_kv_cache,executor_wake_up,1806802,0.031716660130769014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,sleep,allocator_sleep,1807153,0.17272991593927145,0.0,,,0.1643061344511807,3.000907599925995e-05,0.0,0.0,0.0,1.4881603419780731e-05,0.16445203311741352,0.1644164607860148,3.557233139872551e-05,0.0001506619155406952,0.00014283321797847748,0.007983258925378323,0.17272878717631102,1.12876296043396e-06,,,,,,True,148,7748976640,0,7748976640,,"{""kv_cache"": 1434451968, ""weights"": 6314524672}",{},"{""kv_cache"": 1434451968, ""weights"": 6314524672}",{},{}
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,sleep,worker_sleep,1807153,0.1778343110345304,,,,,,,,,,,,,,,,,,0.1729152430780232,,0.0047498722560703754,,,,,,,,,{},{},{},{},{}
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,sleep,executor_sleep,1807153,0.17789200507104397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,wake_weights,allocator_wake_up,1807153,0.12995472829788923,,0.0,0.12987652327865362,,,,,,,,,,,,,,,,,,,,,112,,,,6314524672,"{""weights"": 6314524672}",{},{},{},"{""weights"": 6314524672}"
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,wake_weights,worker_wake_up,1807153,0.13591520301997662,,,,,,,,,,,,,,,,,,,0.1300700637511909,,0.005841200239956379,0.0,,,,,,,{},{},{},{},{}
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,wake_weights,executor_wake_up,1807153,0.13601077580824494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,wake_kv_cache,allocator_wake_up,1807153,0.03149136994034052,,0.0,0.03144809929654002,,,,,,,,,,,,,,,,,,,,,36,,,,1434451968,"{""kv_cache"": 1434451968}",{},{},{},"{""kv_cache"": 1434451968}"
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,wake_kv_cache,worker_wake_up,1807153,0.03165083006024361,,,,,,,,,,,,,,,,,,,0.031610940117388964,,0.0,3.5146716982126236e-05,,,,,,,{},{},{},{},{}
vllm,20260610_154949_sleep_l2_short_short_2_11ebe855,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,wake_kv_cache,executor_wake_up,1807153,0.03170817578211427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},{},{},{}
