run_id,method,prompt_name,phase,gpu_used_mib,cpu_used_mib,proc_rss_mib,proc_uss_mib
20260601_190229_sleep_l1_short_long_2_f6259c48,sleep_l1,short_long,run_end,6,7939,,
20260601_190248_sleep_l2_short_short_0_830b0ccf,sleep_l2,short_short,run_start,6,7931,,
20260601_190248_sleep_l2_short_short_0_830b0ccf,sleep_l2,short_short,api_ready,4956,10407,1278,966
20260601_190248_sleep_l2_short_short_0_830b0ccf,sleep_l2,short_short,infer_before_end,4956,10522,1278,966
20260601_190248_sleep_l2_short_short_0_830b0ccf,sleep_l2,short_short,evict_end,912,10505,1278,966
20260601_190248_sleep_l2_short_short_0_830b0ccf,sleep_l2,short_short,restore_end,4764,10632,1278,966
20260601_190248_sleep_l2_short_short_0_830b0ccf,sleep_l2,short_short,infer_after_end,4766,10632,1278,966
20260601_190248_sleep_l2_short_short_0_830b0ccf,sleep_l2,short_short,run_end,6,7801,,
20260601_190306_sleep_l2_short_short_1_03f9d1cf,sleep_l2,short_short,run_start,6,7805,,
20260601_190306_sleep_l2_short_short_1_03f9d1cf,sleep_l2,short_short,api_ready,4956,10392,1286,974
20260601_190306_sleep_l2_short_short_1_03f9d1cf,sleep_l2,short_short,infer_before_end,4956,10517,1287,974
20260601_190306_sleep_l2_short_short_1_03f9d1cf,sleep_l2,short_short,evict_end,912,10544,1287,974
20260601_190306_sleep_l2_short_short_1_03f9d1cf,sleep_l2,short_short,restore_end,4764,10593,1287,974
20260601_190306_sleep_l2_short_short_1_03f9d1cf,sleep_l2,short_short,infer_after_end,4766,10617,1287,974
20260601_190306_sleep_l2_short_short_1_03f9d1cf,sleep_l2,short_short,run_end,6,7880,,
20260601_190325_sleep_l2_short_short_2_dfa7687c,sleep_l2,short_short,run_start,6,7880,,
20260601_190325_sleep_l2_short_short_2_dfa7687c,sleep_l2,short_short,api_ready,4956,10391,1283,970
20260601_190325_sleep_l2_short_short_2_dfa7687c,sleep_l2,short_short,infer_before_end,4956,10509,1283,971
20260601_190325_sleep_l2_short_short_2_dfa7687c,sleep_l2,short_short,evict_end,912,10500,1283,971
20260601_190325_sleep_l2_short_short_2_dfa7687c,sleep_l2,short_short,restore_end,4764,10741,1283,971
20260601_190325_sleep_l2_short_short_2_dfa7687c,sleep_l2,short_short,infer_after_end,4766,10756,1283,971
20260601_190325_sleep_l2_short_short_2_dfa7687c,sleep_l2,short_short,run_end,6,8094,,
20260601_190343_sleep_l2_long_short_0_d90c5b06,sleep_l2,long_short,run_start,6,8096,,
20260601_190343_sleep_l2_long_short_0_d90c5b06,sleep_l2,long_short,api_ready,4956,10446,1280,968
20260601_190343_sleep_l2_long_short_0_d90c5b06,sleep_l2,long_short,infer_before_end,4956,10564,1281,969
20260601_190343_sleep_l2_long_short_0_d90c5b06,sleep_l2,long_short,evict_end,912,10558,1281,969
20260601_190343_sleep_l2_long_short_0_d90c5b06,sleep_l2,long_short,restore_end,4764,10700,1281,969
20260601_190343_sleep_l2_long_short_0_d90c5b06,sleep_l2,long_short,infer_after_end,4766,10716,1281,969
20260601_190343_sleep_l2_long_short_0_d90c5b06,sleep_l2,long_short,run_end,6,8020,,
20260601_190402_sleep_l2_long_short_1_b7c8e65f,sleep_l2,long_short,run_start,6,8020,,
20260601_190402_sleep_l2_long_short_1_b7c8e65f,sleep_l2,long_short,api_ready,4956,10394,1287,974
20260601_190402_sleep_l2_long_short_1_b7c8e65f,sleep_l2,long_short,infer_before_end,4956,10520,1288,975
20260601_190402_sleep_l2_long_short_1_b7c8e65f,sleep_l2,long_short,evict_end,912,10508,1288,975
20260601_190402_sleep_l2_long_short_1_b7c8e65f,sleep_l2,long_short,restore_end,4764,10719,1288,975
20260601_190402_sleep_l2_long_short_1_b7c8e65f,sleep_l2,long_short,infer_after_end,4766,10720,1288,976
20260601_190402_sleep_l2_long_short_1_b7c8e65f,sleep_l2,long_short,run_end,6,7913,,
20260601_190421_sleep_l2_long_short_2_5b95f150,sleep_l2,long_short,run_start,6,7913,,
20260601_190421_sleep_l2_long_short_2_5b95f150,sleep_l2,long_short,api_ready,4956,10320,1279,967
20260601_190421_sleep_l2_long_short_2_5b95f150,sleep_l2,long_short,infer_before_end,4956,10448,1280,967
20260601_190421_sleep_l2_long_short_2_5b95f150,sleep_l2,long_short,evict_end,912,10438,1280,967
20260601_190421_sleep_l2_long_short_2_5b95f150,sleep_l2,long_short,restore_end,4764,10583,1280,967
20260601_190421_sleep_l2_long_short_2_5b95f150,sleep_l2,long_short,infer_after_end,4766,10577,1280,968
20260601_190421_sleep_l2_long_short_2_5b95f150,sleep_l2,long_short,run_end,6,7899,,
20260601_190439_sleep_l2_short_long_0_c44b080b,sleep_l2,short_long,run_start,6,7899,,
20260601_190439_sleep_l2_short_long_0_c44b080b,sleep_l2,short_long,api_ready,4956,10357,1287,974
20260601_190439_sleep_l2_short_long_0_c44b080b,sleep_l2,short_long,infer_before_end,4956,10498,1287,975
20260601_190439_sleep_l2_short_long_0_c44b080b,sleep_l2,short_long,evict_end,912,10520,1287,975
20260601_190439_sleep_l2_short_long_0_c44b080b,sleep_l2,short_long,restore_end,4764,10686,1287,975
20260601_190439_sleep_l2_short_long_0_c44b080b,sleep_l2,short_long,infer_after_end,4766,10701,1287,975
20260601_190439_sleep_l2_short_long_0_c44b080b,sleep_l2,short_long,run_end,6,8120,,
20260601_190458_sleep_l2_short_long_1_98b0bfd3,sleep_l2,short_long,run_start,6,8135,,
20260601_190458_sleep_l2_short_long_1_98b0bfd3,sleep_l2,short_long,api_ready,4956,10369,1283,970
20260601_190458_sleep_l2_short_long_1_98b0bfd3,sleep_l2,short_long,infer_before_end,4956,10508,1283,971
20260601_190458_sleep_l2_short_long_1_98b0bfd3,sleep_l2,short_long,evict_end,912,10523,1283,971
20260601_190458_sleep_l2_short_long_1_98b0bfd3,sleep_l2,short_long,restore_end,4764,10698,1283,971
20260601_190458_sleep_l2_short_long_1_98b0bfd3,sleep_l2,short_long,infer_after_end,4766,10726,1283,971
20260601_190458_sleep_l2_short_long_1_98b0bfd3,sleep_l2,short_long,run_end,6,8053,,
20260601_190517_sleep_l2_short_long_2_966c6b73,sleep_l2,short_long,run_start,6,8053,,
20260601_190517_sleep_l2_short_long_2_966c6b73,sleep_l2,short_long,api_ready,4956,10560,1287,974
20260601_190517_sleep_l2_short_long_2_966c6b73,sleep_l2,short_long,infer_before_end,4956,10707,1287,974
20260601_190517_sleep_l2_short_long_2_966c6b73,sleep_l2,short_long,evict_end,912,10705,1287,974
20260601_190517_sleep_l2_short_long_2_966c6b73,sleep_l2,short_long,restore_end,4764,10874,1287,974
20260601_190517_sleep_l2_short_long_2_966c6b73,sleep_l2,short_long,infer_after_end,4766,10875,1287,974
20260601_190517_sleep_l2_short_long_2_966c6b73,sleep_l2,short_long,run_end,6,8022,,
