system,run_id,method,model,prompt_name,repeat_index,operation,phase,pid,latency_s,copy_d2h_s,copy_h2d_s,create_map_s,unmap_release_s,metadata_s,cpu_backup_alloc_s,cpu_backup_pool_hit_count,cpu_backup_pool_miss_count,cpu_backup_pool_reserved_bytes,cpu_backup_pool_free_bytes,cpu_backup_data_ptr_s,assign_backup_s,discard_accounting_s,loop_s,loop_accounted_s,loop_unaccounted_s,logger_s,gc_s,empty_cache_s,accounted_s,unaccounted_s,allocator_sleep_s,allocator_wake_up_s,buffer_backup_s,restore_buffers_s,post_kv_cache_wake_up_s,get_iterator_s,iterator_first_yield_s,iterator_total_s,iterator_gap_s,iterator_consumer_s,initialize_layerwise_reload_s,model_load_weights_s,finalize_layerwise_reload_s,is_checkpoint_format,weights_from_disk,weights_path,iterator_tensor_count,iterator_tensor_bytes,cpu_backup_pin_memory,allocation_count,total_bytes,backup_bytes,discard_bytes,bytes,bytes_by_tag,backup_bytes_by_tag,discard_bytes_by_tag,restored_bytes_by_tag,remapped_without_backup_bytes_by_tag
vllm,20260721_123409_sleep_l2_short_short_0_2a8d30fa,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,0,sleep,allocator_sleep,3242627,0.15067719295620918,0.0,,,0.14200200233608484,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,130,6692012032,0,6692012032,,"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},{}
vllm,20260721_123409_sleep_l2_short_short_0_2a8d30fa,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,0,wake_weights,allocator_wake_up,3242627,0.1320692729204893,,0.0,0.13190989941358566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,6314524672,"{""weights"": 6314524672}",{},{},{},"{""weights"": 6314524672}"
vllm,20260721_123409_sleep_l2_short_short_0_2a8d30fa,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,0,wake_kv_cache,allocator_wake_up,3242627,0.008560030721127987,,0.0,0.008505023084580898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,377487360,"{""kv_cache"": 377487360}",{},{},{},"{""kv_cache"": 377487360}"
vllm,20260721_123428_sleep_l2_short_short_1_04f761c9,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,sleep,allocator_sleep,3243144,0.15003341063857079,0.0,,,0.14205782767385244,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,130,6692012032,0,6692012032,,"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},{}
vllm,20260721_123428_sleep_l2_short_short_1_04f761c9,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,wake_weights,allocator_wake_up,3243144,0.13299949932843447,,0.0,0.13283266685903072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,6314524672,"{""weights"": 6314524672}",{},{},{},"{""weights"": 6314524672}"
vllm,20260721_123428_sleep_l2_short_short_1_04f761c9,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,1,wake_kv_cache,allocator_wake_up,3243144,0.008564477786421776,,0.0,0.008504314348101616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,377487360,"{""kv_cache"": 377487360}",{},{},{},"{""kv_cache"": 377487360}"
vllm,20260721_123446_sleep_l2_short_short_2_eb8c3efb,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,sleep,allocator_sleep,3243670,0.1508082952350378,0.0,,,0.14211098477244377,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,130,6692012032,0,6692012032,,"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},{}
vllm,20260721_123446_sleep_l2_short_short_2_eb8c3efb,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,wake_weights,allocator_wake_up,3243670,0.13104679342359304,,0.0,0.1308583142235875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,6314524672,"{""weights"": 6314524672}",{},{},{},"{""weights"": 6314524672}"
vllm,20260721_123446_sleep_l2_short_short_2_eb8c3efb,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,2,wake_kv_cache,allocator_wake_up,3243670,0.008532850071787834,,0.0,0.008479722775518894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,377487360,"{""kv_cache"": 377487360}",{},{},{},"{""kv_cache"": 377487360}"
vllm,20260721_123504_sleep_l2_short_short_3_9e75cbee,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,3,sleep,allocator_sleep,3244191,0.15019306540489197,0.0,,,0.14219889976084232,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,130,6692012032,0,6692012032,,"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},{}
vllm,20260721_123504_sleep_l2_short_short_3_9e75cbee,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,3,wake_weights,allocator_wake_up,3244191,0.131032126955688,,0.0,0.13087479025125504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,6314524672,"{""weights"": 6314524672}",{},{},{},"{""weights"": 6314524672}"
vllm,20260721_123504_sleep_l2_short_short_3_9e75cbee,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,3,wake_kv_cache,allocator_wake_up,3244191,0.00853376928716898,,0.0,0.008474607951939106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,377487360,"{""kv_cache"": 377487360}",{},{},{},"{""kv_cache"": 377487360}"
vllm,20260721_123522_sleep_l2_short_short_4_e02059f2,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,4,sleep,allocator_sleep,3244711,0.15008309669792652,0.0,,,0.1420924924314022,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,130,6692012032,0,6692012032,,"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},"{""kv_cache"": 377487360, ""weights"": 6314524672}",{},{}
vllm,20260721_123522_sleep_l2_short_short_4_e02059f2,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,4,wake_weights,allocator_wake_up,3244711,0.1310250274837017,,0.0,0.13088293094187975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,6314524672,"{""weights"": 6314524672}",{},{},{},"{""weights"": 6314524672}"
vllm,20260721_123522_sleep_l2_short_short_4_e02059f2,sleep_l2,/home/ljl/models/hf/Qwen2.5-3B-Instruct,short_short,4,wake_kv_cache,allocator_wake_up,3244711,0.008537671528756618,,0.0,0.008489127270877361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,377487360,"{""kv_cache"": 377487360}",{},{},{},"{""kv_cache"": 377487360}"
